               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,,
 DSO 2     3755,          ,          ,          ,          ,3.10E-01,9.13E-02,-2.26E-01,7.54E-03,37606742,
 DSO 1     3761,1.46,-1.786,-3.77,4.92E-02,          ,          ,          ,          ,37610000,
 DSO 2     3756,          ,          ,          ,          ,1.31E-01,3.69E-01,-1.67E-01,1.19E-02,37616742,
 DSO 1     3762,1.778,-1.19,1.389,3.73E-02,          ,          ,          ,          ,37620000,
 DSO 2     3757,          ,          ,          ,          ,5.16E-02,3.10E-01,5.28E-01,1.19E-02,37626742,
 DSO 1     3763,1.81,-5.159,1.389,2.94E-02,          ,          ,          ,          ,37630000,
 DSO 2     3758,          ,          ,          ,          ,4.48E-01,1.19E-02,3.69E-01,4.37E-03,37636742,
 DSO 1     3764,1.921,1.786,1.587,2.94E-02,          ,          ,          ,          ,37640000,
 DSO 2     3759,          ,          ,          ,          ,1.51E-01,1.19E-02,3.89E-01,1.23E-02,37646742,
 DSO 1     3765,1.73,9.92E-01,-9.92E-01,5.71E-02,          ,          ,          ,          ,37650000,
 DSO 2     3760,          ,          ,          ,          ,4.09E-01,-7.94E-03,4.48E-01,1.71E-02,37656742,
 DSO 1     3766,2,-7.94E-01,5.95E-01,4.13E-02,          ,          ,          ,          ,37660000,
 DSO 2     3761,          ,          ,          ,          ,2.70E-01,3.69E-01,7.86E-01,1.15E-02,37666742,
 DSO 1     3767,1.857,-1.389,-2.381,3.93E-02,          ,          ,          ,          ,37670000,
 DSO 2     3762,          ,          ,          ,          ,2.30E-01,9.13E-02,6.47E-01,2.02E-02,37676742,
 DSO 1     3768,1.873,7.94E-01,-1.19,5.91E-02,          ,          ,          ,          ,37680000,
 DSO 2     3763,          ,          ,          ,          ,1.91E-01,1.51E-01,2.10E-01,1.03E-02,37686742,
 DSO 1     3769,1.952,0,-1.587,5.91E-02,          ,          ,          ,          ,37690000,
 DSO 2     3764,          ,          ,          ,          ,4.09E-01,1.31E-01,1.19E-02,9.13E-03,37696742,
 DSO 1     3770,1.683,-3.175,4.365,5.91E-02,          ,          ,          ,          ,37700000,
 DSO 2     3765,          ,          ,          ,          ,1.31E-01,2.30E-01,3.69E-01,9.13E-03,37706742,
 DSO 1     3771,1.921,-5.357,1.98E-01,2.74E-02,          ,          ,          ,          ,37710000,
 DSO 2     3766,          ,          ,          ,          ,1.71E-01,3.69E-01,2.90E-01,793.7u   ,37716742,
 DSO 1     3772,1.873,-5.95E-01,3.77,4.72E-02,          ,          ,          ,          ,37720000,
 DSO 2     3767,          ,          ,          ,          ,3.49E-01,2.70E-01,5.08E-01,1.51E-02,37726742,
 DSO 1     3773,1.746,-7.94E-01,2.778,2.74E-02,          ,          ,          ,          ,37730000,
 DSO 2     3768,          ,          ,          ,          ,2.30E-01,1.91E-01,1.71E-01,1.71E-02,37736742,
 DSO 1     3774,1.73,-2.976,-1.786,5.71E-02,          ,          ,          ,          ,37740000,
 DSO 2     3769,          ,          ,          ,          ,4.48E-01,1.19E-02,4.29E-01,1.87E-02,37746742,
 DSO 1     3775,2,-1.98E-01,-1.389,4.92E-02,          ,          ,          ,          ,37750000,
 DSO 2     3770,          ,          ,          ,          ,2.50E-01,2.50E-01,6.67E-01,1.79E-02,37756742,
 DSO 1     3776,2.048,-1.786,-1.786,3.33E-02,          ,          ,          ,          ,37760000,
 DSO 2     3771,          ,          ,          ,          ,5.87E-01,1.71E-01,3.10E-01,1.07E-02,37766742,
 DSO 1     3777,2.032,-9.92E-01,-2.976,5.12E-02,          ,          ,          ,          ,37770000,
 DSO 2     3772,          ,          ,          ,          ,3.10E-01,2.70E-01,1.51E-01,8.73E-03,37776742,
 DSO 1     3778,1.651,-1.389,7.94E-01,3.53E-02,          ,          ,          ,          ,37780000,
 DSO 2     3773,          ,          ,          ,          ,5.16E-02,9.13E-02,3.69E-01,1.03E-02,37786742,
 DSO 1     3779,1.825,-5.357,7.94E-01,4.13E-02,          ,          ,          ,          ,37790000,
 DSO 2     3774,          ,          ,          ,          ,2.10E-01,1.71E-01,1.11E-01,5.95E-03,37796742,
 DSO 1     3780,1.984,-5.95E-01,3.373,5.32E-02,          ,          ,          ,          ,37800000,
 DSO 2     3775,          ,          ,          ,          ,3.89E-01,1.51E-01,9.13E-02,7.54E-03,37806742,
 DSO 1     3781,1.857,-1.587,1.389,2.94E-02,          ,          ,          ,          ,37810000,
 DSO 2     3776,          ,          ,          ,          ,3.89E-01,1.19E-02,5.08E-01,2.06E-02,37816742,
 DSO 1     3782,1.762,9.92E-01,-1.19,2.14E-02,          ,          ,          ,          ,37820000,
 DSO 2     3777,          ,          ,          ,          ,4.29E-01,3.10E-01,2.30E-01,1.63E-02,37826742,
 DSO 1     3783,1.921,-3.175,-2.778,2.94E-02,          ,          ,          ,          ,37830000,
 DSO 2     3778,          ,          ,          ,          ,3.49E-01,2.50E-01,5.28E-01,1.94E-02,37836742,
 DSO 1     3784,2.048,9.92E-01,1.19,5.32E-02,          ,          ,          ,          ,37840000,
 DSO 2     3779,          ,          ,          ,          ,4.29E-01,2.30E-01,3.49E-01,1.55E-02,37846742,
 DSO 1     3785,2.063,1.19,-5.159,4.92E-02,          ,          ,          ,          ,37850000,
 DSO 2     3780,          ,          ,          ,          ,4.48E-01,-4.76E-02,2.30E-01,1.03E-02,37856742,
 DSO 1     3786,1.746,-1.98E-01,1.98E-01,3.33E-02,          ,          ,          ,          ,37860000,
 DSO 2     3781,          ,          ,          ,          ,3.10E-01,-6.75E-02,2.90E-01,7.54E-03,37866742,
 DSO 1     3787,1.825,-5.357,9.92E-01,4.33E-02,          ,          ,          ,          ,37870000,
 DSO 2     3782,          ,          ,          ,          ,2.50E-01,1.19E-02,3.89E-01,8.33E-03,37876742,
 DSO 1     3788,1.778,-3.97E-01,-9.92E-01,1.55E-02,          ,          ,          ,          ,37880000,
 DSO 2     3783,          ,          ,          ,          ,3.89E-01,3.18E-02,1.31E-01,7.94E-03,37886742,
 DSO 1     3789,1.778,-1.587,1.98E-01,2.74E-02,          ,          ,          ,          ,37890000,
 DSO 2     3784,          ,          ,          ,          ,3.49E-01,1.11E-01,3.49E-01,1.87E-02,37896742,
 DSO 1     3790,1.905,-3.373,-3.175,3.93E-02,          ,          ,          ,          ,37900000,
 DSO 2     3785,          ,          ,          ,          ,2.90E-01,2.30E-01,8.06E-01,1.59E-02,37906742,
 DSO 1     3791,1.921,-7.94E-01,-3.571,4.92E-02,          ,          ,          ,          ,37910000,
 DSO 2     3786,          ,          ,          ,          ,1.51E-01,2.50E-01,3.89E-01,2.02E-02,37916742,
 DSO 1     3792,1.857,-1.786,9.92E-01,2.94E-02,          ,          ,          ,          ,37920000,
 DSO 2     3787,          ,          ,          ,          ,2.10E-01,2.50E-01,2.30E-01,2.02E-02,37926742,
 DSO 1     3793,2,-3.97E-01,-2.381,4.13E-02,          ,          ,          ,          ,37930000,
 DSO 2     3788,          ,          ,          ,          ,5.08E-01,4.29E-01,1.31E-01,7.94E-03,37936742,
 DSO 1     3794,1.921,-1.587,-1.98E-01,3.93E-02,          ,          ,          ,          ,37940000,
 DSO 2     3789,          ,          ,          ,          ,2.50E-01,7.14E-02,3.89E-01,7.54E-03,37946742,
 DSO 1     3795,1.952,-3.175,-1.98E-01,4.92E-02,          ,          ,          ,          ,37950000,
 DSO 2     3790,          ,          ,          ,          ,4.09E-01,7.14E-02,5.87E-01,9.52E-03,37956742,
 DSO 1     3796,1.841,-4.762,3.373,1.94E-02,          ,          ,          ,          ,37960000,
 DSO 2     3791,          ,          ,          ,          ,4.09E-01,3.69E-01,1.51E-01,2.14E-02,37966742,
 DSO 1     3797,1.873,1.98E-01,1.786,2.34E-02,          ,          ,          ,          ,37970000,
 DSO 2     3792,          ,          ,          ,          ,5.48E-01,-1.07E-01,2.90E-01,1.47E-02,37976742,
 DSO 1     3798,1.762,9.92E-01,3.571,3.53E-02,          ,          ,          ,          ,37980000,
 DSO 2     3793,          ,          ,          ,          ,1.71E-01,1.19E-02,6.27E-01,1.71E-02,37986742,
 DSO 1     3799,2.016,-3.571,-4.167,5.52E-02,          ,          ,          ,          ,37990000,
 DSO 2     3794,          ,          ,          ,          ,3.49E-01,9.13E-02,5.48E-01,1.15E-02,37996742,
 DSO 1     3800,1.952,-2.778,-1.389,4.72E-02,          ,          ,          ,          ,38000000,
 DSO 2     3795,          ,          ,          ,          ,5.08E-01,9.13E-02,-7.94E-03,1.55E-02,38006742,
 DSO 1     3801,1.841,2.381,-2.381,3.93E-02,          ,          ,          ,          ,38010000,
 DSO 2     3796,          ,          ,          ,          ,2.90E-01,4.48E-01,-4.76E-02,7.14E-03,38016742,
 DSO 1     3802,2.016,-7.94E-01,-2.778,3.53E-02,          ,          ,          ,          ,38020000,
 DSO 2     3797,          ,          ,          ,          ,-1.07E-01,3.10E-01,3.29E-01,1.31E-02,38026742,
 DSO 1     3803,1.873,0,-3.97E-01,6.71E-02,          ,          ,          ,          ,38030000,
 DSO 2     3798,          ,          ,          ,          ,3.89E-01,2.90E-01,2.70E-01,9.13E-03,38036742,
 DSO 1     3804,1.81,-4.563,7.94E-01,1.94E-02,          ,          ,          ,          ,38040000,
 DSO 2     3799,          ,          ,          ,          ,5.08E-01,3.29E-01,3.29E-01,1.71E-02,38046742,
 DSO 1     3805,2.095,-5.95E-01,3.97E-01,4.52E-02,          ,          ,          ,          ,38050000,
 DSO 2     3800,          ,          ,          ,          ,3.10E-01,5.08E-01,4.09E-01,1.67E-02,38056742,
 DSO 1     3806,2.19,-2.778,0,2.14E-02,          ,          ,          ,          ,38060000,
 DSO 2     3801,          ,          ,          ,          ,3.49E-01,2.30E-01,4.48E-01,7.54E-03,38066742,
 DSO 1     3807,1.873,-1.984,0,2.94E-02,          ,          ,          ,          ,38070000,
 DSO 2     3802,          ,          ,          ,          ,2.70E-01,5.16E-02,7.06E-01,1.94E-02,38076742,
 DSO 1     3808,1.937,-3.571,-1.98E-01,2.14E-02,          ,          ,          ,          ,38080000,
 DSO 2     3803,          ,          ,          ,          ,3.29E-01,9.13E-02,5.08E-01,1.87E-02,38086742,
 DSO 1     3809,2.063,7.94E-01,-3.571,6.91E-02,          ,          ,          ,          ,38090000,
 DSO 2     3804,          ,          ,          ,          ,7.14E-02,3.89E-01,1.51E-01,1.39E-02,38096742,
 DSO 1     3810,1.857,-1.984,-5.95E-01,3.53E-02,          ,          ,          ,          ,38100000,
 DSO 2     3805,          ,          ,          ,          ,9.13E-02,1.71E-01,1.51E-01,1.39E-02,38106742,
 DSO 1     3811,1.905,-4.365,1.19,5.12E-02,          ,          ,          ,          ,38110000,
 DSO 2     3806,          ,          ,          ,          ,1.71E-01,5.16E-02,2.50E-01,3.97E-03,38116742,
 DSO 1     3812,1.762,-2.381,1.389,1.15E-02,          ,          ,          ,          ,38120000,
 DSO 2     3807,          ,          ,          ,          ,3.89E-01,1.71E-01,1.31E-01,1.43E-02,38126742,
 DSO 1     3813,1.794,-1.984,3.373,3.93E-02,          ,          ,          ,          ,38130000,
 DSO 2     3808,          ,          ,          ,          ,2.90E-01,2.50E-01,4.88E-01,5.56E-03,38136742,
 DSO 1     3814,1.905,-1.786,3.175,1.15E-02,          ,          ,          ,          ,38140000,
 DSO 2     3809,          ,          ,          ,          ,5.87E-01,4.09E-01,3.29E-01,1.59E-02,38146742,
 DSO 1     3815,1.841,0,9.92E-01,3.53E-02,          ,          ,          ,          ,38150000,
 DSO 2     3810,          ,          ,          ,          ,3.29E-01,1.19E-02,2.70E-01,1.75E-02,38156742,
 DSO 1     3816,1.937,-1.389,-9.92E-01,3.14E-02,          ,          ,          ,          ,38160000,
 DSO 2     3811,          ,          ,          ,          ,4.48E-01,1.91E-01,1.91E-01,1.55E-02,38166742,
 DSO 1     3817,2.095,-3.175,-1.389,4.52E-02,          ,          ,          ,          ,38170000,
 DSO 2     3812,          ,          ,          ,          ,2.50E-01,3.29E-01,6.67E-01,1.51E-02,38176742,
 DSO 1     3818,2,3.968,-1.389,3.14E-02,          ,          ,          ,          ,38180000,
 DSO 2     3813,          ,          ,          ,          ,2.50E-01,1.11E-01,3.10E-01,7.54E-03,38186742,
 DSO 1     3819,2.032,-3.77,1.98E-01,6.91E-02,          ,          ,          ,          ,38190000,
 DSO 2     3814,          ,          ,          ,          ,4.09E-01,1.91E-01,2.50E-01,1.47E-02,38196742,
 DSO 1     3820,1.714,-3.571,3.373,3.14E-02,          ,          ,          ,          ,38200000,
 DSO 2     3815,          ,          ,          ,          ,4.88E-01,3.49E-01,2.10E-01,1.43E-02,38206742,
 DSO 1     3821,1.825,3.968,1.786,5.52E-02,          ,          ,          ,          ,38210000,
 DSO 2     3816,          ,          ,          ,          ,5.08E-01,4.88E-01,4.09E-01,1.23E-02,38216742,
 DSO 1     3822,1.825,-1.587,3.77,6.11E-02,          ,          ,          ,          ,38220000,
 DSO 2     3817,          ,          ,          ,          ,4.88E-01,1.11E-01,5.08E-01,9.92E-03,38226742,
 DSO 1     3823,1.778,-2.778,5.95E-01,4.72E-02,          ,          ,          ,          ,38230000,
 DSO 2     3818,          ,          ,          ,          ,6.47E-01,5.16E-02,2.30E-01,9.52E-03,38236742,
 DSO 1     3824,1.984,-2.183,-2.579,3.14E-02,          ,          ,          ,          ,38240000,
 DSO 2     3819,          ,          ,          ,          ,1.19E-02,2.30E-01,3.89E-01,2.34E-02,38246742,
 DSO 1     3825,1.857,3.97E-01,-9.92E-01,4.72E-02,          ,          ,          ,          ,38250000,
 DSO 2     3820,          ,          ,          ,          ,2.50E-01,1.11E-01,3.69E-01,2.34E-02,38256742,
 DSO 1     3826,2.016,1.389,1.19,1.35E-02,          ,          ,          ,          ,38260000,
 DSO 2     3821,          ,          ,          ,          ,4.68E-01,7.14E-02,3.49E-01,7.54E-03,38266742,
 DSO 1     3827,1.937,2.381,-3.571,3.73E-02,          ,          ,          ,          ,38270000,
 DSO 2     3822,          ,          ,          ,          ,4.68E-01,1.71E-01,4.29E-01,1.31E-02,38276742,
 DSO 1     3828,1.937,-3.373,4.365,3.33E-02,          ,          ,          ,          ,38280000,
 DSO 2     3823,          ,          ,          ,          ,1.91E-01,3.29E-01,-7.94E-03,1.31E-02,38286742,
 DSO 1     3829,1.81,-9.92E-01,-9.92E-01,1.94E-02,          ,          ,          ,          ,38290000,
 DSO 2     3824,          ,          ,          ,          ,7.14E-02,-4.76E-02,2.70E-01,1.63E-02,38296742,
 DSO 1     3830,1.937,-2.778,2.778,1.35E-02,          ,          ,          ,          ,38300000,
 DSO 2     3825,          ,          ,          ,          ,1.91E-01,-8.73E-02,4.29E-01,1.39E-02,38306742,
 DSO 1     3831,1.984,-2.183,7.94E-01,1.59E-03,          ,          ,          ,          ,38310000,
 DSO 2     3826,          ,          ,          ,          ,-1.27E-01,3.89E-01,3.10E-01,1.67E-02,38316742,
 DSO 1     3832,1.968,-1.98E-01,-3.97E-01,4.52E-02,          ,          ,          ,          ,38320000,
 DSO 2     3827,          ,          ,          ,          ,5.48E-01,3.69E-01,2.70E-01,2.02E-02,38326742,
 DSO 1     3833,2.063,-2.381,5.95E-01,1.94E-02,          ,          ,          ,          ,38330000,
 DSO 2     3828,          ,          ,          ,          ,1.51E-01,1.19E-02,5.08E-01,1.35E-02,38336742,
 DSO 1     3834,2.127,-7.94E-01,7.94E-01,4.33E-02,          ,          ,          ,          ,38340000,
 DSO 2     3829,          ,          ,          ,          ,1.31E-01,4.09E-01,3.49E-01,1.43E-02,38346742,
 DSO 1     3835,2.365,7.94E-01,-2.381,3.93E-02,          ,          ,          ,          ,38350000,
 DSO 2     3830,          ,          ,          ,          ,7.14E-02,-6.75E-02,1.19E-02,7.54E-03,38356742,
 DSO 1     3836,1.683,-4.563,3.373,3.73E-02,          ,          ,          ,          ,38360000,
 DSO 2     3831,          ,          ,          ,          ,4.29E-01,4.68E-01,3.49E-01,1.31E-02,38366742,
 DSO 1     3837,1.762,9.92E-01,1.19,3.14E-02,          ,          ,          ,          ,38370000,
 DSO 2     3832,          ,          ,          ,          ,1.71E-01,3.18E-02,4.88E-01,1.31E-02,38376742,
 DSO 1     3838,1.794,2.183,4.365,3.14E-02,          ,          ,          ,          ,38380000,
 DSO 2     3833,          ,          ,          ,          ,3.69E-01,1.91E-01,7.86E-01,1.19E-02,38386742,
 DSO 1     3839,2.032,-4.365,2.778,1.15E-02,          ,          ,          ,          ,38390000,
 DSO 2     3834,          ,          ,          ,          ,-7.94E-03,5.16E-02,2.30E-01,1.63E-02,38396742,
 DSO 1     3840,1.873,-1.786,-5.95E-01,3.73E-02,          ,          ,          ,          ,38400000,
 DSO 2     3835,          ,          ,          ,          ,4.88E-01,1.51E-01,7.66E-01,1.91E-02,38406742,
 DSO 1     3841,2.016,3.571,-3.373,5.12E-02,          ,          ,          ,          ,38410000,
 DSO 2     3836,          ,          ,          ,          ,6.67E-01,3.49E-01,2.50E-01,1.31E-02,38416742,
 DSO 1     3842,2.048,-1.19,-9.92E-01,7.50E-02,          ,          ,          ,          ,38420000,
 DSO 2     3837,          ,          ,          ,          ,2.30E-01,7.14E-02,1.71E-01,9.52E-03,38426742,
 DSO 1     3843,1.984,3.97E-01,5.95E-01,5.12E-02,          ,          ,          ,          ,38430000,
 DSO 2     3838,          ,          ,          ,          ,9.13E-02,2.90E-01,1.19E-02,3.18E-03,38436742,
 DSO 1     3844,1.841,-2.778,1.19,3.14E-02,          ,          ,          ,          ,38440000,
 DSO 2     3839,          ,          ,          ,          ,3.10E-01,-1.47E-01,7.14E-02,8.33E-03,38446742,
 DSO 1     3845,2.016,-3.175,1.389,1.55E-02,          ,          ,          ,          ,38450000,
 DSO 2     3840,          ,          ,          ,          ,3.10E-01,1.11E-01,5.28E-01,1.15E-02,38456742,
 DSO 1     3846,1.794,-2.381,2.976,3.73E-02,          ,          ,          ,          ,38460000,
 DSO 2     3841,          ,          ,          ,          ,3.89E-01,4.48E-01,5.08E-01,3.57E-03,38466742,
 DSO 1     3847,1.968,1.98E-01,1.389,3.33E-02,          ,          ,          ,          ,38470000,
 DSO 2     3842,          ,          ,          ,          ,2.90E-01,1.11E-01,3.89E-01,1.59E-02,38476742,
 DSO 1     3848,2.19,1.19,-1.984,1.35E-02,          ,          ,          ,          ,38480000,
 DSO 2     3843,          ,          ,          ,          ,7.14E-02,2.30E-01,3.49E-01,2.18E-02,38486742,
 DSO 1     3849,2.111,-1.98E-01,0,4.33E-02,          ,          ,          ,          ,38490000,
 DSO 2     3844,          ,          ,          ,          ,2.10E-01,2.30E-01,4.48E-01,1.55E-02,38496742,
 DSO 1     3850,2.048,1.19,-1.98E-01,3.14E-02,          ,          ,          ,          ,38500000,
 DSO 2     3845,          ,          ,          ,          ,1.51E-01,-1.47E-01,6.27E-01,1.83E-02,38506742,
 DSO 1     3851,1.841,0,-2.778,3.53E-02,          ,          ,          ,          ,38510000,
 DSO 2     3846,          ,          ,          ,          ,5.16E-02,3.69E-01,2.30E-01,1.03E-02,38516742,
 DSO 1     3852,1.857,-2.778,1.786,1.15E-02,          ,          ,          ,          ,38520000,
 DSO 2     3847,          ,          ,          ,          ,2.10E-01,2.10E-01,2.50E-01,7.54E-03,38526742,
 DSO 1     3853,1.714,-2.183,0,4.13E-02,          ,          ,          ,          ,38530000,
 DSO 2     3848,          ,          ,          ,          ,1.91E-01,2.50E-01,2.90E-01,1.03E-02,38536742,
 DSO 1     3854,2.206,-3.175,1.786,5.32E-02,          ,          ,          ,          ,38540000,
 DSO 2     3849,          ,          ,          ,          ,5.87E-01,1.91E-01,4.29E-01,7.14E-03,38546742,
 DSO 1     3855,2.063,0,3.373,3.14E-02,          ,          ,          ,          ,38550000,
 DSO 2     3850,          ,          ,          ,          ,3.49E-01,1.11E-01,2.90E-01,1.23E-02,38556742,
 DSO 1     3856,2.143,1.19,-1.984,4.33E-02,          ,          ,          ,          ,38560000,
 DSO 2     3851,          ,          ,          ,          ,4.09E-01,1.91E-01,5.68E-01,6.35E-03,38566742,
 DSO 1     3857,1.873,-1.786,1.587,2.34E-02,          ,          ,          ,          ,38570000,
 DSO 2     3852,          ,          ,          ,          ,4.09E-01,2.10E-01,3.29E-01,1.23E-02,38576742,
 DSO 1     3858,1.873,0,-1.19,5.71E-02,          ,          ,          ,          ,38580000,
 DSO 2     3853,          ,          ,          ,          ,3.29E-01,3.69E-01,4.88E-01,1.19E-02,38586742,
 DSO 1     3859,2.19,2.579,-7.94E-01,5.52E-02,          ,          ,          ,          ,38590000,
 DSO 2     3854,          ,          ,          ,          ,2.90E-01,1.71E-01,-2.26E-01,9.92E-03,38596742,
 DSO 1     3860,1.524,-1.587,-3.77,5.12E-02,          ,          ,          ,          ,38600000,
 DSO 2     3855,          ,          ,          ,          ,1.11E-01,4.29E-01,-2.06E-01,1.31E-02,38606742,
 DSO 1     3861,1.841,-9.92E-01,1.19,3.93E-02,          ,          ,          ,          ,38610000,
 DSO 2     3856,          ,          ,          ,          ,5.16E-02,3.29E-01,5.48E-01,1.07E-02,38616742,
 DSO 1     3862,1.873,-4.762,1.19,3.14E-02,          ,          ,          ,          ,38620000,
 DSO 2     3857,          ,          ,          ,          ,4.48E-01,3.18E-02,3.69E-01,5.95E-03,38626742,
 DSO 1     3863,1.968,2.183,1.389,3.53E-02,          ,          ,          ,          ,38630000,
 DSO 2     3858,          ,          ,          ,          ,1.51E-01,7.14E-02,3.69E-01,1.23E-02,38636742,
 DSO 1     3864,1.778,1.19,-1.19,5.91E-02,          ,          ,          ,          ,38640000,
 DSO 2     3859,          ,          ,          ,          ,3.89E-01,3.18E-02,4.29E-01,1.75E-02,38646742,
 DSO 1     3865,2.079,-3.97E-01,3.97E-01,3.93E-02,          ,          ,          ,          ,38650000,
 DSO 2     3860,          ,          ,          ,          ,2.50E-01,3.89E-01,7.26E-01,1.27E-02,38656742,
 DSO 1     3866,1.937,-7.94E-01,-1.984,4.13E-02,          ,          ,          ,          ,38660000,
 DSO 2     3861,          ,          ,          ,          ,1.91E-01,1.11E-01,6.27E-01,2.06E-02,38666742,
 DSO 1     3867,1.905,7.94E-01,-1.389,6.11E-02,          ,          ,          ,          ,38670000,
 DSO 2     3862,          ,          ,          ,          ,1.71E-01,2.30E-01,2.30E-01,1.15E-02,38676742,
 DSO 1     3868,2,-3.97E-01,-1.587,6.31E-02,          ,          ,          ,          ,38680000,
 DSO 2     3863,          ,          ,          ,          ,4.09E-01,1.51E-01,1.19E-02,9.92E-03,38686742,
 DSO 1     3869,1.746,-2.778,4.167,5.91E-02,          ,          ,          ,          ,38690000,
 DSO 2     3864,          ,          ,          ,          ,1.31E-01,2.50E-01,3.89E-01,9.52E-03,38696742,
 DSO 1     3870,1.952,-4.96,0,3.14E-02,          ,          ,          ,          ,38700000,
 DSO 2     3865,          ,          ,          ,          ,2.10E-01,4.29E-01,3.10E-01,1.59E-03,38706742,
 DSO 1     3871,1.952,-1.98E-01,3.77,5.32E-02,          ,          ,          ,          ,38710000,
 DSO 2     3866,          ,          ,          ,          ,3.29E-01,2.50E-01,4.48E-01,1.59E-02,38716742,
 DSO 1     3872,1.825,-5.95E-01,2.579,3.14E-02,          ,          ,          ,          ,38720000,
 DSO 2     3867,          ,          ,          ,          ,2.10E-01,1.91E-01,1.51E-01,1.71E-02,38726742,
 DSO 1     3873,1.841,-2.579,-1.786,5.91E-02,          ,          ,          ,          ,38730000,
 DSO 2     3868,          ,          ,          ,          ,4.29E-01,1.19E-02,4.09E-01,1.83E-02,38736742,
 DSO 1     3874,2.079,0,-1.389,5.12E-02,          ,          ,          ,          ,38740000,
 DSO 2     3869,          ,          ,          ,          ,1.91E-01,2.50E-01,6.67E-01,1.91E-02,38746742,
 DSO 1     3875,2.159,-1.587,-1.984,3.53E-02,          ,          ,          ,          ,38750000,
 DSO 2     3870,          ,          ,          ,          ,5.68E-01,2.30E-01,3.10E-01,1.19E-02,38756742,
 DSO 1     3876,2.111,-9.92E-01,-3.175,5.32E-02,          ,          ,          ,          ,38760000,
 DSO 2     3871,          ,          ,          ,          ,3.10E-01,3.10E-01,1.51E-01,7.94E-03,38766742,
 DSO 1     3877,1.714,-9.92E-01,7.94E-01,4.13E-02,          ,          ,          ,          ,38770000,
 DSO 2     3872,          ,          ,          ,          ,1.19E-02,1.31E-01,3.10E-01,1.07E-02,38776742,
 DSO 1     3878,1.905,-4.762,7.94E-01,4.33E-02,          ,          ,          ,          ,38780000,
 DSO 2     3873,          ,          ,          ,          ,2.10E-01,2.10E-01,1.11E-01,5.56E-03,38786742,
 DSO 1     3879,2.079,-1.98E-01,2.976,5.91E-02,          ,          ,          ,          ,38790000,
 DSO 2     3874,          ,          ,          ,          ,3.89E-01,1.91E-01,1.11E-01,9.52E-03,38796742,
 DSO 1     3880,1.921,-1.389,9.92E-01,3.33E-02,          ,          ,          ,          ,38800000,
 DSO 2     3875,          ,          ,          ,          ,3.69E-01,5.16E-02,4.88E-01,2.06E-02,38806742,
 DSO 1     3881,1.873,9.92E-01,-1.389,2.34E-02,          ,          ,          ,          ,38810000,
 DSO 2     3876,          ,          ,          ,          ,4.09E-01,3.69E-01,2.30E-01,1.55E-02,38816742,
 DSO 1     3882,2.016,-2.976,-2.381,3.14E-02,          ,          ,          ,          ,38820000,
 DSO 2     3877,          ,          ,          ,          ,3.49E-01,2.90E-01,4.88E-01,2.10E-02,38826742,
 DSO 1     3883,2.111,1.19,9.92E-01,5.71E-02,          ,          ,          ,          ,38830000,
 DSO 2     3878,          ,          ,          ,          ,4.09E-01,2.10E-01,3.10E-01,1.59E-02,38836742,
 DSO 1     3884,2.127,1.587,-5.159,5.12E-02,          ,          ,          ,          ,38840000,
 DSO 2     3879,          ,          ,          ,          ,4.29E-01,-4.76E-02,2.30E-01,1.07E-02,38846742,
 DSO 1     3885,1.841,-1.98E-01,1.98E-01,3.93E-02,          ,          ,          ,          ,38850000,
 DSO 2     3880,          ,          ,          ,          ,2.90E-01,-2.78E-02,2.50E-01,8.73E-03,38856742,
 DSO 1     3886,1.905,-4.96,7.94E-01,4.72E-02,          ,          ,          ,          ,38860000,
 DSO 2     3881,          ,          ,          ,          ,2.50E-01,5.16E-02,4.09E-01,8.33E-03,38866742,
 DSO 1     3887,1.889,1.98E-01,-1.389,1.55E-02,          ,          ,          ,          ,38870000,
 DSO 2     3882,          ,          ,          ,          ,3.69E-01,5.16E-02,1.11E-01,1.59E-03,38876742,
 DSO 1     3888,1.778,-1.19,-1.98E-01,2.94E-02,          ,          ,          ,          ,38880000,
 DSO 2     3883,          ,          ,          ,          ,3.29E-01,1.71E-01,3.29E-01,2.46E-02,38886742,
 DSO 1     3889,2.032,-3.175,-2.976,4.13E-02,          ,          ,          ,          ,38890000,
 DSO 2     3884,          ,          ,          ,          ,2.70E-01,2.50E-01,7.86E-01,2.42E-02,38896742,
 DSO 1     3890,1.857,-3.97E-01,-3.77,5.12E-02,          ,          ,          ,          ,38900000,
 DSO 2     3885,          ,          ,          ,          ,1.51E-01,2.70E-01,3.69E-01,2.02E-02,38906742,
 DSO 1     3891,2.016,-1.587,7.94E-01,3.14E-02,          ,          ,          ,          ,38910000,
 DSO 2     3886,          ,          ,          ,          ,1.71E-01,2.50E-01,2.10E-01,2.70E-02,38916742,
 DSO 1     3892,2.079,-3.97E-01,-2.579,4.13E-02,          ,          ,          ,          ,38920000,
 DSO 2     3887,          ,          ,          ,          ,5.28E-01,4.68E-01,5.16E-02,1.07E-02,38926742,
 DSO 1     3893,2.111,-1.19,-5.95E-01,4.52E-02,          ,          ,          ,          ,38930000,
 DSO 2     3888,          ,          ,          ,          ,2.50E-01,1.11E-01,3.69E-01,-792.1u  ,38936742,
