               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,,
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,,
 DSO 1      131,5.56E-01,9.92E-01,4.762,2.98E-02,          ,          ,          ,          ,1310000,
 DSO 2      126,          ,          ,          ,          ,6.87E-01,3.89E-01,2.70E-01,1.47E-02,1318088,
 DSO 1      132,7.14E-01,-3.97E-01,1.984,4.88E-02,          ,          ,          ,          ,1320000,
 DSO 2      127,          ,          ,          ,          ,2.30E-01,9.13E-02,2.10E-01,9.92E-03,1328088,
 DSO 1      133,7.46E-01,3.97E-01,1.98E-01,4.52E-02,          ,          ,          ,          ,1330000,
 DSO 2      128,          ,          ,          ,          ,1.11E-01,3.10E-01,1.19E-02,3.97E-03,1338088,
 DSO 1      134,8.89E-01,2.778,1.19,4.76E-02,          ,          ,          ,          ,1340000,
 DSO 2      129,          ,          ,          ,          ,3.29E-01,-1.07E-01,1.11E-01,8.73E-03,1348088,
 DSO 1      135,9.84E-01,2.778,7.94E-01,4.41E-02,          ,          ,          ,          ,1350000,
 DSO 2      130,          ,          ,          ,          ,3.49E-01,9.13E-02,5.08E-01,1.31E-02,1358088,
 DSO 1      136,8.73E-01,4.167,3.97E-01,4.88E-02,          ,          ,          ,          ,1360000,
 DSO 2      131,          ,          ,          ,          ,3.89E-01,4.09E-01,5.08E-01,4.37E-03,1368088,
 DSO 1      137,7.62E-01,3.571,2.381,4.64E-02,          ,          ,          ,          ,1370000,
 DSO 2      132,          ,          ,          ,          ,2.70E-01,1.51E-01,4.09E-01,1.63E-02,1378088,
 DSO 1      138,9.68E-01,-1.389,0,3.57E-02,          ,          ,          ,          ,1380000,
 DSO 2      133,          ,          ,          ,          ,9.13E-02,2.30E-01,3.49E-01,2.22E-02,1388088,
 DSO 1      139,7.78E-01,1.98E-01,3.77,4.76E-02,          ,          ,          ,          ,1390000,
 DSO 2      134,          ,          ,          ,          ,2.50E-01,2.30E-01,4.48E-01,1.63E-02,1398088,
 DSO 1      140,8.10E-01,-5.95E-01,2.778,4.52E-02,          ,          ,          ,          ,1400000,
 DSO 2      135,          ,          ,          ,          ,1.91E-01,-1.07E-01,6.07E-01,1.75E-02,1408088,
 DSO 1      141,5.24E-01,1.587,2.579,3.57E-02,          ,          ,          ,          ,1410000,
 DSO 2      136,          ,          ,          ,          ,9.13E-02,3.89E-01,2.10E-01,1.07E-02,1418088,
 DSO 1      142,7.30E-01,-1.786,3.77,2.74E-02,          ,          ,          ,          ,1420000,
 DSO 2      137,          ,          ,          ,          ,2.10E-01,1.91E-01,2.50E-01,7.94E-03,1428088,
 DSO 1      143,7.46E-01,3.97E-01,4.563,4.29E-02,          ,          ,          ,          ,1430000,
 DSO 2      138,          ,          ,          ,          ,2.10E-01,3.10E-01,3.29E-01,1.19E-02,1438088,
 DSO 1      144,1,1.389,3.77,4.88E-02,          ,          ,          ,          ,1440000,
 DSO 2      139,          ,          ,          ,          ,6.07E-01,1.71E-01,4.68E-01,7.14E-03,1448088,
 DSO 1      145,8.41E-01,-5.95E-01,3.373,5.83E-02,          ,          ,          ,          ,1450000,
 DSO 2      140,          ,          ,          ,          ,3.10E-01,1.51E-01,2.50E-01,1.23E-02,1458088,
 DSO 1      146,5.56E-01,1.389,3.968,5.24E-02,          ,          ,          ,          ,1460000,
 DSO 2      141,          ,          ,          ,          ,3.89E-01,2.10E-01,5.68E-01,7.14E-03,1468088,
 DSO 1      147,4.92E-01,-2.579,5.754,4.64E-02,          ,          ,          ,          ,1470000,
 DSO 2      142,          ,          ,          ,          ,4.48E-01,2.10E-01,3.49E-01,1.43E-02,1478088,
 DSO 1      148,4.60E-01,-2.183,1.587,4.41E-02,          ,          ,          ,          ,1480000,
 DSO 2      143,          ,          ,          ,          ,3.29E-01,3.29E-01,5.28E-01,1.27E-02,1488088,
 DSO 1      149,7.30E-01,-1.587,-5.95E-01,4.88E-02,          ,          ,          ,          ,1490000,
 DSO 2      144,          ,          ,          ,          ,2.50E-01,1.71E-01,-2.46E-01,9.92E-03,1498088,
 DSO 1      150,6.67E-01,0,3.77,3.93E-02,          ,          ,          ,          ,1500000,
 DSO 2      145,          ,          ,          ,          ,1.51E-01,4.29E-01,-1.67E-01,1.35E-02,1508088,
 DSO 1      151,8.89E-01,3.77,6.151,4.52E-02,          ,          ,          ,          ,1510000,
 DSO 2      146,          ,          ,          ,          ,7.14E-02,3.29E-01,5.28E-01,1.15E-02,1518088,
 DSO 1      152,8.10E-01,0,2.778,6.43E-02,          ,          ,          ,          ,1520000,
 DSO 2      147,          ,          ,          ,          ,4.29E-01,1.19E-02,3.89E-01,6.35E-03,1528088,
 DSO 1      153,9.05E-01,2.778,3.968,6.07E-02,          ,          ,          ,          ,1530000,
 DSO 2      148,          ,          ,          ,          ,1.31E-01,3.18E-02,3.29E-01,1.27E-02,1538088,
 DSO 1      154,7.94E-01,2.778,5.95E-01,5.12E-02,          ,          ,          ,          ,1540000,
 DSO 2      149,          ,          ,          ,          ,4.09E-01,5.16E-02,4.48E-01,1.83E-02,1548088,
 DSO 1      155,5.08E-01,5.95E-01,3.77,4.52E-02,          ,          ,          ,          ,1550000,
 DSO 2      150,          ,          ,          ,          ,2.70E-01,3.69E-01,7.66E-01,1.23E-02,1558088,
 DSO 1      156,8.10E-01,-3.97E-01,3.97E-01,4.29E-02,          ,          ,          ,          ,1560000,
 DSO 2      151,          ,          ,          ,          ,2.30E-01,9.13E-02,6.27E-01,2.02E-02,1568088,
 DSO 1      157,8.73E-01,1.389,2.579,4.05E-02,          ,          ,          ,          ,1570000,
 DSO 2      152,          ,          ,          ,          ,1.31E-01,2.30E-01,2.50E-01,1.15E-02,1578088,
 DSO 1      158,7.78E-01,1.786,1.98E-01,3.69E-02,          ,          ,          ,          ,1580000,
 DSO 2      153,          ,          ,          ,          ,4.29E-01,1.91E-01,-2.78E-02,1.11E-02,1588088,
 DSO 1      159,9.37E-01,-5.95E-01,4.167,5.83E-02,          ,          ,          ,          ,1590000,
 DSO 2      154,          ,          ,          ,          ,1.31E-01,2.50E-01,3.89E-01,9.92E-03,1598088,
 DSO 1      160,9.68E-01,5.95E-01,1.786,5.48E-02,          ,          ,          ,          ,1600000,
 DSO 2      155,          ,          ,          ,          ,1.91E-01,4.29E-01,2.90E-01,2.78E-03,1608088,
 DSO 1      161,6.98E-01,7.94E-01,1.19,6.31E-02,          ,          ,          ,          ,1610000,
 DSO 2      156,          ,          ,          ,          ,3.69E-01,2.70E-01,4.68E-01,1.63E-02,1618088,
 DSO 1      162,8.57E-01,9.92E-01,0,6.07E-02,          ,          ,          ,          ,1620000,
 DSO 2      157,          ,          ,          ,          ,2.30E-01,1.91E-01,1.51E-01,1.79E-02,1628088,
 DSO 1      163,4.76E-01,-2.381,9.92E-01,4.52E-02,          ,          ,          ,          ,1630000,
 DSO 2      158,          ,          ,          ,          ,4.29E-01,1.19E-02,4.48E-01,1.94E-02,1638088,
 DSO 1      164,7.46E-01,-5.95E-01,2.976,4.64E-02,          ,          ,          ,          ,1640000,
 DSO 2      159,          ,          ,          ,          ,1.91E-01,2.70E-01,6.47E-01,1.91E-02,1648088,
 DSO 1      165,7.30E-01,1.19,1.786,4.64E-02,          ,          ,          ,          ,1650000,
 DSO 2      160,          ,          ,          ,          ,5.87E-01,1.91E-01,3.10E-01,1.19E-02,1658088,
 DSO 1      166,6.83E-01,3.97E-01,2.976,3.81E-02,          ,          ,          ,          ,1660000,
 DSO 2      161,          ,          ,          ,          ,3.29E-01,2.70E-01,1.71E-01,9.52E-03,1668088,
 DSO 1      167,7.46E-01,3.97E-01,3.373,6.79E-02,          ,          ,          ,          ,1670000,
 DSO 2      162,          ,          ,          ,          ,5.16E-02,1.31E-01,3.69E-01,1.19E-02,1678088,
 DSO 1      168,9.52E-01,-7.94E-01,0,7.02E-02,          ,          ,          ,          ,1680000,
 DSO 2      163,          ,          ,          ,          ,2.10E-01,2.50E-01,1.31E-01,6.75E-03,1688088,
 DSO 1      169,8.89E-01,9.92E-01,3.571,5.83E-02,          ,          ,          ,          ,1690000,
 DSO 2      164,          ,          ,          ,          ,3.89E-01,2.10E-01,1.11E-01,9.52E-03,1698088,
 DSO 1      170,5.71E-01,2.183,9.92E-01,5.12E-02,          ,          ,          ,          ,1700000,
 DSO 2      165,          ,          ,          ,          ,4.09E-01,5.16E-02,4.88E-01,2.14E-02,1708088,
 DSO 1      171,7.46E-01,1.786,1.984,3.69E-02,          ,          ,          ,          ,1710000,
 DSO 2      166,          ,          ,          ,          ,4.29E-01,3.29E-01,2.50E-01,1.67E-02,1718088,
 DSO 1      172,7.94E-01,-2.183,1.389,5.36E-02,          ,          ,          ,          ,1720000,
 DSO 2      167,          ,          ,          ,          ,3.49E-01,2.50E-01,5.08E-01,2.02E-02,1728088,
 DSO 1      173,5.87E-01,-5.95E-01,2.976,1.79E-02,          ,          ,          ,          ,1730000,
 DSO 2      168,          ,          ,          ,          ,3.89E-01,2.70E-01,3.29E-01,1.63E-02,1738088,
 DSO 1      174,6.98E-01,-9.92E-01,-1.19,4.05E-02,          ,          ,          ,          ,1740000,
 DSO 2      169,          ,          ,          ,          ,4.68E-01,1.19E-02,2.50E-01,1.07E-02,1748088,
 DSO 1      175,6.35E-01,-1.19,3.373,5.48E-02,          ,          ,          ,          ,1750000,
 DSO 2      170,          ,          ,          ,          ,3.10E-01,-7.94E-03,2.90E-01,9.13E-03,1758088,
 DSO 1      176,8.57E-01,-1.389,1.389,5.71E-02,          ,          ,          ,          ,1760000,
 DSO 2      171,          ,          ,          ,          ,2.50E-01,5.16E-02,3.89E-01,9.92E-03,1768088,
 DSO 1      177,7.14E-01,-1.389,2.579,4.41E-02,          ,          ,          ,          ,1770000,
 DSO 2      172,          ,          ,          ,          ,4.29E-01,7.14E-02,1.31E-01,1.11E-02,1778088,
 DSO 1      178,8.57E-01,5.159,4.365,6.43E-02,          ,          ,          ,          ,1780000,
 DSO 2      173,          ,          ,          ,          ,3.49E-01,1.71E-01,3.49E-01,1.87E-02,1788088,
 DSO 1      179,8.89E-01,9.92E-01,4.96,7.38E-02,          ,          ,          ,          ,1790000,
 DSO 2      174,          ,          ,          ,          ,3.10E-01,2.50E-01,8.06E-01,1.71E-02,1798088,
 DSO 1      180,5.71E-01,-2.976,2.579,4.88E-02,          ,          ,          ,          ,1800000,
 DSO 2      175,          ,          ,          ,          ,1.71E-01,2.70E-01,3.89E-01,2.06E-02,1808088,
 DSO 1      181,5.08E-01,-1.98E-01,4.563,3.10E-02,          ,          ,          ,          ,1810000,
 DSO 2      176,          ,          ,          ,          ,2.10E-01,2.50E-01,2.30E-01,2.10E-02,1818088,
 DSO 1      182,5.87E-01,1.389,2.579,5.00E-02,          ,          ,          ,          ,1820000,
 DSO 2      177,          ,          ,          ,          ,5.48E-01,5.08E-01,1.11E-01,9.92E-03,1828088,
 DSO 1      183,7.78E-01,-1.98E-01,5.159,2.38E-02,          ,          ,          ,          ,1830000,
 DSO 2      178,          ,          ,          ,          ,2.90E-01,1.31E-01,3.69E-01,8.33E-03,1838088,
 DSO 1      184,9.52E-01,-5.95E-01,2.778,4.64E-02,          ,          ,          ,          ,1840000,
 DSO 2      179,          ,          ,          ,          ,3.89E-01,1.11E-01,5.87E-01,1.11E-02,1848088,
 DSO 1      185,8.25E-01,-3.97E-01,1.98E-01,3.93E-02,          ,          ,          ,          ,1850000,
 DSO 2      180,          ,          ,          ,          ,4.09E-01,4.09E-01,1.71E-01,2.26E-02,1858088,
 DSO 1      186,6.67E-01,2.778,3.373,6.43E-02,          ,          ,          ,          ,1860000,
 DSO 2      181,          ,          ,          ,          ,5.68E-01,-4.76E-02,3.10E-01,1.63E-02,1868088,
 DSO 1      187,8.89E-01,2.183,2.183,4.64E-02,          ,          ,          ,          ,1870000,
 DSO 2      182,          ,          ,          ,          ,1.31E-01,3.18E-02,5.68E-01,1.83E-02,1878088,
 DSO 1      188,8.25E-01,-1.786,3.77,4.29E-02,          ,          ,          ,          ,1880000,
 DSO 2      183,          ,          ,          ,          ,3.49E-01,1.11E-01,5.28E-01,1.23E-02,1888088,
 DSO 1      189,8.41E-01,-3.97E-01,3.373,3.93E-02,          ,          ,          ,          ,1890000,
 DSO 2      184,          ,          ,          ,          ,4.88E-01,1.11E-01,3.18E-02,1.71E-02,1898088,
 DSO 1      190,7.62E-01,5.95E-01,3.373,5.83E-02,          ,          ,          ,          ,1900000,
 DSO 2      185,          ,          ,          ,          ,3.29E-01,5.08E-01,-6.75E-02,7.94E-03,1908088,
 DSO 1      191,6.35E-01,9.92E-01,2.579,4.52E-02,          ,          ,          ,          ,1910000,
 DSO 2      186,          ,          ,          ,          ,-8.73E-02,3.69E-01,2.90E-01,1.35E-02,1918088,
 DSO 1      192,9.37E-01,-9.92E-01,-5.95E-01,7.26E-02,          ,          ,          ,          ,1920000,
 DSO 2      187,          ,          ,          ,          ,4.29E-01,3.49E-01,2.90E-01,1.11E-02,1928088,
 DSO 1      193,8.10E-01,-2.778,1.984,3.81E-02,          ,          ,          ,          ,1930000,
 DSO 2      188,          ,          ,          ,          ,5.08E-01,4.09E-01,3.29E-01,1.87E-02,1938088,
 DSO 1      194,7.14E-01,4.167,1.984,7.74E-02,          ,          ,          ,          ,1940000,
 DSO 2      189,          ,          ,          ,          ,3.49E-01,5.28E-01,4.29E-01,1.67E-02,1948088,
 DSO 1      195,8.73E-01,7.94E-01,2.976,5.36E-02,          ,          ,          ,          ,1950000,
 DSO 2      190,          ,          ,          ,          ,3.49E-01,2.10E-01,4.48E-01,9.13E-03,1958088,
 DSO 1      196,8.10E-01,-2.183,1.587,3.21E-02,          ,          ,          ,          ,1960000,
 DSO 2      191,          ,          ,          ,          ,2.90E-01,7.14E-02,6.87E-01,2.02E-02,1968088,
 DSO 1      197,7.30E-01,-3.373,1.19,2.98E-02,          ,          ,          ,          ,1970000,
 DSO 2      192,          ,          ,          ,          ,2.90E-01,9.13E-02,5.08E-01,2.06E-02,1978088,
 DSO 1      198,6.51E-01,-5.95E-01,-7.94E-01,4.17E-02,          ,          ,          ,          ,1980000,
 DSO 2      193,          ,          ,          ,          ,7.14E-02,4.09E-01,1.71E-01,1.47E-02,1988088,
 DSO 1      199,8.41E-01,3.97E-01,4.96,3.69E-02,          ,          ,          ,          ,1990000,
 DSO 2      194,          ,          ,          ,          ,1.51E-01,1.11E-01,1.91E-01,1.35E-02,1998088,
 DSO 1      200,5.56E-01,1.98E-01,1.587,6.31E-02,          ,          ,          ,          ,2000000,
 DSO 2      195,          ,          ,          ,          ,2.30E-01,3.18E-02,2.50E-01,4.76E-03,2008088,
 DSO 1      201,1.032,9.92E-01,1.98E-01,3.33E-02,          ,          ,          ,          ,2010000,
 DSO 2      196,          ,          ,          ,          ,4.09E-01,1.31E-01,1.31E-01,1.47E-02,2018088,
 DSO 1      202,9.37E-01,1.786,4.563,4.64E-02,          ,          ,          ,          ,2020000,
 DSO 2      197,          ,          ,          ,          ,2.90E-01,2.10E-01,5.48E-01,6.75E-03,2028088,
 DSO 1      203,7.14E-01,5.95E-01,3.77,5.12E-02,          ,          ,          ,          ,2030000,
 DSO 2      198,          ,          ,          ,          ,6.07E-01,3.69E-01,3.29E-01,1.47E-02,2038088,
 DSO 1      204,8.41E-01,1.19,2.381,5.36E-02,          ,          ,          ,          ,2040000,
 DSO 2      199,          ,          ,          ,          ,3.49E-01,1.19E-02,2.70E-01,1.79E-02,2048088,
 DSO 1      205,7.46E-01,-2.976,4.762,1.67E-02,          ,          ,          ,          ,2050000,
 DSO 2      200,          ,          ,          ,          ,4.48E-01,1.91E-01,2.30E-01,1.63E-02,2058088,
 DSO 1      206,6.19E-01,-1.786,5.357,1.43E-02,          ,          ,          ,          ,2060000,
 DSO 2      201,          ,          ,          ,          ,2.90E-01,2.90E-01,6.87E-01,1.55E-02,2068088,
 DSO 1      207,7.94E-01,-1.19,2.976,3.93E-02,          ,          ,          ,          ,2070000,
 DSO 2      202,          ,          ,          ,          ,2.30E-01,9.13E-02,3.10E-01,7.94E-03,2078088,
 DSO 1      208,7.78E-01,-9.92E-01,3.571,1.31E-02,          ,          ,          ,          ,2080000,
 DSO 2      203,          ,          ,          ,          ,4.09E-01,1.71E-01,2.50E-01,1.23E-02,2088088,
 DSO 1      209,8.25E-01,7.94E-01,2.579,4.76E-02,          ,          ,          ,          ,2090000,
 DSO 2      204,          ,          ,          ,          ,5.08E-01,3.10E-01,2.30E-01,1.51E-02,2098088,
 DSO 1      210,6.35E-01,1.19,4.563,5.36E-02,          ,          ,          ,          ,2100000,
 DSO 2      205,          ,          ,          ,          ,5.48E-01,4.48E-01,5.08E-01,1.15E-02,2108088,
 DSO 1      211,1.063,2.778,5.952,5.71E-02,          ,          ,          ,          ,2110000,
 DSO 2      206,          ,          ,          ,          ,4.88E-01,7.14E-02,5.28E-01,8.33E-03,2118088,
 DSO 1      212,7.46E-01,1.389,2.976,4.05E-02,          ,          ,          ,          ,2120000,
 DSO 2      207,          ,          ,          ,          ,6.27E-01,3.18E-02,2.50E-01,1.03E-02,2128088,
 DSO 1      213,7.94E-01,-3.373,2.976,2.62E-02,          ,          ,          ,          ,2130000,
 DSO 2      208,          ,          ,          ,          ,5.16E-02,1.91E-01,3.89E-01,2.22E-02,2138088,
 DSO 1      214,8.57E-01,-5.95E-01,1.984,2.02E-02,          ,          ,          ,          ,2140000,
 DSO 2      209,          ,          ,          ,          ,2.70E-01,7.14E-02,3.69E-01,2.34E-02,2148088,
 DSO 1      215,6.67E-01,-3.97E-01,2.976,3.10E-02,          ,          ,          ,          ,2150000,
 DSO 2      210,          ,          ,          ,          ,4.88E-01,3.18E-02,3.69E-01,6.75E-03,2158088,
 DSO 1      216,8.10E-01,9.92E-01,1.19,3.21E-02,          ,          ,          ,          ,2160000,
 DSO 2      211,          ,          ,          ,          ,4.68E-01,1.71E-01,4.68E-01,1.11E-02,2168088,
 DSO 1      217,6.51E-01,-1.389,2.381,3.10E-02,          ,          ,          ,          ,2170000,
 DSO 2      212,          ,          ,          ,          ,2.50E-01,3.29E-01,1.19E-02,1.39E-02,2178088,
 DSO 1      218,1,-1.389,4.762,5.71E-02,          ,          ,          ,          ,2180000,
 DSO 2      213,          ,          ,          ,          ,1.31E-01,-8.73E-02,2.90E-01,1.43E-02,2188088,
 DSO 1      219,7.62E-01,1.98E-01,1.587,4.64E-02,          ,          ,          ,          ,2190000,
 DSO 2      214,          ,          ,          ,          ,2.30E-01,-1.67E-01,4.68E-01,1.35E-02,2198088,
 DSO 1      220,7.62E-01,2.183,3.968,5.48E-02,          ,          ,          ,          ,2200000,
 DSO 2      215,          ,          ,          ,          ,-8.73E-02,3.29E-01,3.49E-01,1.71E-02,2208088,
 DSO 1      221,6.03E-01,1.98E-01,2.976,2.98E-02,          ,          ,          ,          ,2210000,
